,code,start_date,end_date
1353,er003,2009-04-20,2010-03-23
1354,er005,2009-05-20,2010-05-21
1355,er007,2009-07-24,2010-07-22
1356,er009,2009-09-23,2010-09-17
1357,er011,2009-11-23,2010-11-22
1358,er101,2010-01-22,2011-01-21
1359,er103,2010-03-24,2011-03-23
1360,er105,2010-05-24,2011-05-23
1361,er107,2010-07-23,2011-07-21
1362,er109,2010-09-20,2011-09-22
1363,er111,2010-11-23,2011-11-22
1364,er201,2011-01-24,2012-01-16
1365,er203,2011-03-24,2012-03-22
1366,er205,2011-05-24,2012-05-23
1367,er207,2011-07-22,2012-07-23
1368,er209,2011-09-23,2012-09-20
1369,er211,2011-11-23,2012-11-22
1370,er301,2012-01-17,2013-01-23
1371,er303,2012-03-23,2013-03-21
1372,er305,2012-05-24,2013-05-23
1373,er8888,2009-04-20,2013-05-23
1374,er9999,2009-04-20,2013-05-23
1375,fb1404,2013-12-06,2014-04-15
1376,fb1405,2013-12-06,2014-05-16
1377,fb1406,2013-12-06,2014-06-16
1378,fb1407,2013-12-06,2014-07-14
1379,fb1408,2013-12-06,2014-08-14
1380,fb1409,2013-12-06,2014-09-15
1381,fb1410,2013-12-06,2014-10-21
1382,fb1411,2013-12-06,2014-11-14
1383,fb1412,2013-12-16,2014-12-12
1384,fb1501,2014-01-16,2015-01-16
1385,fb1502,2014-02-21,2015-02-13
1386,fb1503,2014-03-17,2015-03-13
1387,fb1504,2014-04-16,2015-04-15
1388,fb1505,2014-05-19,2015-05-15
1389,fb1506,2014-06-17,2015-06-12
1390,fb1507,2014-07-15,2015-07-14
1391,fb1508,2014-08-15,2015-08-14
1392,fb1509,2014-09-16,2015-09-16
1393,fb1510,2014-10-22,2015-10-21
1394,fb1511,2014-11-17,2015-11-13
1395,fb1512,2014-12-15,2015-12-14
1396,fb1601,2015-01-19,2016-01-15
1397,fb1602,2015-02-16,2016-02-19
1398,fb1603,2015-03-16,2016-03-14
1399,fb1604,2015-04-16,2016-04-15
1400,fb1605,2015-05-18,2016-05-16
1401,fb1606,2015-06-15,2016-06-16
1402,fb1607,2015-07-15,2016-07-14
1403,fb1608,2015-08-17,2016-08-12
1404,fb1609,2015-09-17,2016-09-14
1405,fb1610,2015-10-22,2016-10-21
1406,fb1611,2015-11-16,2016-11-14
1407,fb1612,2015-12-15,2016-12-14
1408,fb1701,2016-01-18,2017-01-16
1409,fb1702,2016-02-22,2017-02-16
1410,fb1703,2016-03-15,2017-03-14
1411,fb1704,2016-04-18,2017-04-18
1412,fb1705,2016-05-17,2017-05-15
1413,fb1706,2016-06-17,2017-06-14
1414,fb1707,2016-07-15,2017-07-14
1415,fb1708,2016-08-15,2017-08-14
1416,fb1709,2016-09-19,2017-09-14
1417,fb1710,2016-10-24,2017-10-20
1418,fb1711,2016-11-15,2017-11-14
1419,fb1712,2016-12-15,2017-12-14
1420,fb1801,2017-01-17,2018-01-15
1421,fb1802,2017-02-17,2018-02-14
1422,fb1803,2017-03-15,2018-03-14
1423,fb1804,2017-04-19,2018-04-17
1424,fb1805,2017-05-16,2018-05-15
1425,fb1806,2017-06-15,2018-06-14
1426,fb1807,2017-07-17,2018-07-13
1427,fb1808,2017-08-15,2018-08-14
1428,fb1809,2017-09-15,2018-09-14
1429,fb1810,2017-10-23,2018-10-19
1430,fb1811,2017-11-15,2018-11-14
1431,fb1812,2017-12-15,2018-12-14
1432,fb1901,2018-01-16,2019-01-15
1433,fb1902,2018-02-22,2019-02-21
1434,fb1903,2018-03-15,2019-03-14
1435,fb1904,2018-04-18,2019-04-15
1436,fb1905,2018-05-16,2019-05-17
1437,fb1906,2018-06-15,2019-06-17
1438,fb1907,2018-07-16,2019-07-12
1439,fb1908,2018-08-15,2019-08-14
1440,fb1909,2018-09-17,2019-09-16
1441,fb1910,2018-10-22,2019-10-21
1442,fb1911,2018-11-15,2019-11-14
1443,fb1912,2018-12-17,2019-10-14
1444,fb2001,2019-01-16,2019-10-14
1445,fb2002,2019-02-22,2019-10-14
1446,fb2003,2019-03-15,2019-10-14
1447,fb2004,2019-04-16,2019-10-14
1448,fb2005,2019-05-20,2019-10-14
1449,fb2006,2019-06-18,2019-10-14
1450,fb2007,2019-07-15,2019-10-14
1451,fb2008,2019-08-15,2019-10-14
1452,fb2009,2019-09-17,2019-10-14
1453,fb2011,2019-11-15,2020-11-13
1454,fb8888,2013-12-06,2030-01-01
1455,fb9999,2013-12-06,2030-01-01
1456,fg303,2012-12-03,2013-03-14
1457,fg304,2012-12-03,2013-04-16
1458,fg305,2012-12-03,2013-05-15
1459,fg306,2012-12-03,2013-06-19
1460,fg307,2012-12-03,2013-07-12
1461,fg308,2012-12-03,2013-08-14
1462,fg309,2012-12-03,2013-09-13
1463,fg310,2012-12-03,2013-10-21
1464,fg311,2012-12-03,2013-11-14
1465,fg312,2012-12-17,2013-12-13
1466,fg401,2013-01-18,2014-01-15
1467,fg402,2013-02-22,2014-02-20
1468,fg403,2013-03-15,2014-03-14
1469,fg404,2013-04-17,2014-04-15
1470,fg405,2013-05-16,2014-05-16
1471,fg406,2013-06-20,2014-06-16
1472,fg407,2013-07-15,2014-07-14
1473,fg408,2013-08-15,2014-08-14
1474,fg409,2013-09-16,2014-09-15
1475,fg410,2013-10-22,2014-10-21
1476,fg411,2013-11-15,2014-11-14
1477,fg412,2013-12-16,2014-12-12
1478,fg501,2014-01-16,2015-01-16
1479,fg502,2014-02-21,2015-02-13
1480,fg503,2014-03-17,2015-03-13
1481,fg504,2014-04-16,2015-04-15
1482,fg505,2014-05-19,2015-05-15
1483,fg506,2014-06-17,2015-06-12
1484,fg507,2014-07-15,2015-07-14
1485,fg508,2014-08-15,2015-08-14
1486,fg509,2014-09-16,2015-09-16
1487,fg510,2014-10-22,2015-10-21
1488,fg511,2014-11-17,2015-11-13
1489,fg512,2014-12-15,2015-12-14
1490,fg601,2015-01-19,2016-01-15
1491,fg602,2015-02-16,2016-02-19
1492,fg603,2015-03-16,2016-03-14
1493,fg604,2015-04-16,2016-04-15
1494,fg605,2015-05-18,2016-05-16
1495,fg606,2015-06-15,2016-06-16
1496,fg607,2015-07-15,2016-07-14
1497,fg608,2015-08-17,2016-08-12
1498,fg609,2015-09-17,2016-09-14
1499,fg610,2015-10-22,2016-10-21
1500,fg611,2015-11-16,2016-11-14
1501,fg612,2015-12-15,2016-12-14
1502,fg701,2016-01-18,2017-01-16
1503,fg702,2016-02-22,2017-02-16
1504,fg703,2016-03-15,2017-03-14
1505,fg704,2016-04-18,2017-04-18
1506,fg705,2016-05-17,2017-05-15
1507,fg706,2016-06-17,2017-06-14
1508,fg707,2016-07-15,2017-07-14
1509,fg708,2016-08-15,2017-08-14
1510,fg709,2016-09-19,2017-09-14
1511,fg710,2016-10-24,2017-10-20
1512,fg711,2016-11-15,2017-11-14
1513,fg712,2016-12-15,2017-12-14
1514,fg801,2017-01-17,2018-01-15
1515,fg802,2017-02-17,2018-02-14
1516,fg803,2017-03-15,2018-03-14
1517,fg804,2017-04-19,2018-04-17
1518,fg805,2017-05-16,2018-05-15
1519,fg806,2017-06-15,2018-06-14
1520,fg807,2017-07-17,2018-07-13
1521,fg808,2017-08-15,2018-08-14
1522,fg809,2017-09-15,2018-09-14
1523,fg810,2017-10-23,2018-10-19
1524,fg811,2017-11-15,2018-11-14
1525,fg812,2017-12-15,2018-12-14
1526,fg901,2018-01-16,2019-01-15
1527,fg902,2018-02-22,2019-02-21
1528,fg903,2018-03-15,2019-03-14
1529,fg904,2018-04-18,2019-04-15
1530,fg905,2018-05-16,2019-05-17
1531,fg906,2018-06-15,2019-06-17
1532,fg907,2018-07-16,2019-07-12
1533,fg908,2018-08-15,2019-08-14
1534,fg909,2018-09-17,2019-09-16
1535,fg910,2018-10-22,2019-10-21
1536,fg911,2018-11-15,2019-11-14
1537,fg912,2018-12-17,2019-12-13
1538,fg001,2019-01-16,2020-01-15
1539,fg002,2019-02-22,2020-02-14
1540,fg003,2019-03-15,2020-03-13
1541,fg004,2019-04-16,2020-04-14
1542,fg005,2019-05-20,2020-05-15
1543,fg006,2019-06-18,2020-06-12
1544,fg007,2019-07-15,2020-07-14
1545,fg008,2019-08-15,2020-08-14
1546,fg009,2019-09-17,2020-09-14
1547,fg010,2019-10-22,2020-10-22
1548,fg011,2019-11-15,2020-11-13
1549,fg8888,2012-12-03,2030-01-01
1550,fg9999,2012-12-03,2030-01-01
1551,fu0503,2004-08-25,2005-02-28
1552,fu0504,2004-08-25,2005-03-31
1553,fu0505,2004-08-25,2005-04-29
1554,fu0506,2004-08-25,2005-05-31
1555,fu0507,2004-08-25,2005-06-30
1556,fu0508,2004-08-25,2005-07-29
1557,fu0509,2004-10-15,2005-08-31
1558,fu0510,2004-10-14,2005-09-30
1559,fu0511,2004-11-05,2005-10-31
1560,fu0512,2004-12-15,2005-11-30
1561,fu0602,2005-02-28,2006-01-27
1562,fu0603,2005-03-28,2006-02-28
1563,fu0604,2005-04-19,2006-03-31
1564,fu0605,2005-06-14,2006-04-28
1565,fu0606,2005-07-01,2006-05-31
1566,fu0607,2005-07-19,2006-06-30
1567,fu0608,2005-08-03,2006-07-31
1568,fu0609,2005-09-09,2006-08-31
1569,fu0610,2005-10-11,2006-09-29
1570,fu0611,2005-11-17,2006-10-31
1571,fu0612,2005-12-20,2006-11-30
1572,fu0701,2006-01-05,2006-12-29
1573,fu0703,2006-03-30,2007-02-28
1574,fu0704,2006-04-18,2007-03-30
1575,fu0705,2006-05-11,2007-04-30
1576,fu0706,2006-07-20,2007-05-31
1577,fu0707,2006-07-20,2007-06-29
1578,fu0708,2006-08-01,2007-07-31
1579,fu0709,2006-09-04,2007-08-31
1580,fu0710,2006-10-18,2007-09-28
1581,fu0711,2006-11-03,2007-10-31
1582,fu0712,2006-12-07,2007-11-30
1583,fu0801,2007-01-24,2007-12-28
1584,fu0803,2007-03-05,2008-02-29
1585,fu0804,2007-04-02,2008-03-31
1586,fu0805,2007-05-08,2008-04-30
1587,fu0806,2007-06-04,2008-05-30
1588,fu0807,2007-07-06,2008-06-30
1589,fu0808,2007-08-02,2008-07-31
1590,fu0809,2007-09-04,2008-08-29
1591,fu0810,2007-10-08,2008-09-26
1592,fu0811,2007-11-15,2008-10-31
1593,fu0812,2007-12-03,2008-11-28
1594,fu0902,2008-03-03,2009-01-23
1595,fu0903,2008-03-04,2009-02-27
1596,fu0904,2008-04-23,2009-03-31
1597,fu0905,2008-05-08,2009-04-30
1598,fu0906,2008-06-04,2009-05-27
1599,fu0907,2008-07-01,2009-06-30
1600,fu0908,2008-08-01,2009-07-31
1601,fu0909,2008-09-03,2009-08-31
1602,fu0910,2008-10-06,2009-09-30
1603,fu0911,2008-11-04,2009-10-30
1604,fu0912,2008-12-01,2009-11-30
1605,fu1001,2009-01-05,2009-12-31
1606,fu1003,2009-03-04,2010-02-26
1607,fu1004,2009-04-10,2010-03-31
1608,fu1005,2009-05-04,2010-04-30
1609,fu1006,2009-06-03,2010-05-31
1610,fu1007,2009-07-02,2010-06-30
1611,fu1008,2009-08-04,2010-07-30
1612,fu1009,2009-09-01,2010-08-31
1613,fu1010,2009-10-09,2010-09-30
1614,fu1011,2009-11-02,2010-10-29
1615,fu1012,2009-12-03,2010-11-30
1616,fu1101,2010-01-06,2010-12-31
1617,fu1103,2010-03-01,2011-02-28
1618,fu1104,2010-04-01,2011-03-31
1619,fu1105,2010-05-05,2011-04-29
1620,fu1106,2010-06-03,2011-05-31
1621,fu1107,2010-07-02,2011-06-30
1622,fu1108,2010-08-02,2011-07-29
1623,fu1109,2010-09-01,2011-08-31
1624,fu1110,2010-10-08,2011-09-30
1625,fu1111,2010-11-01,2011-10-31
1626,fu1112,2010-12-01,2011-11-30
1627,fu1202,2011-02-01,2012-01-31
1628,fu1203,2011-03-01,2012-02-29
1629,fu1204,2011-04-01,2012-03-30
1630,fu1205,2011-05-03,2012-04-27
1631,fu1206,2011-06-01,2012-05-31
1632,fu1207,2011-07-01,2012-06-29
1633,fu1208,2011-08-01,2012-07-31
1634,fu1209,2011-09-01,2012-08-31
1635,fu1210,2011-10-10,2012-09-28
1636,fu1211,2011-11-01,2012-10-31
1637,fu1212,2011-12-01,2012-11-30
1638,fu1301,2012-01-04,2012-12-31
1639,fu1303,2012-03-01,2013-02-28
1640,fu1304,2012-04-05,2013-03-29
1641,fu1305,2012-05-02,2013-04-26
1642,fu1306,2012-06-01,2013-05-31
1643,fu1307,2012-07-02,2013-06-28
1644,fu1308,2012-08-01,2013-07-31
1645,fu1309,2012-09-03,2013-08-30
1646,fu1310,2012-10-08,2013-09-30
1647,fu1311,2012-11-01,2013-10-31
1648,fu1312,2012-12-03,2013-11-29
1649,fu1402,2013-02-01,2014-01-30
1650,fu1403,2013-03-01,2014-02-28
1651,fu1404,2013-04-01,2014-03-31
1652,fu1405,2013-05-02,2014-04-30
1653,fu1406,2013-06-03,2014-05-30
1654,fu1407,2013-07-01,2014-06-30
1655,fu1408,2013-08-01,2014-07-31
1656,fu1409,2013-09-02,2014-08-29
1657,fu1410,2013-10-08,2014-09-30
1658,fu1411,2013-11-01,2014-10-31
1659,fu1412,2013-12-02,2014-11-28
1660,fu1501,2014-01-02,2014-12-31
1661,fu1503,2014-03-03,2015-02-27
1662,fu1504,2014-04-01,2015-03-31
1663,fu1505,2014-05-05,2015-04-30
1664,fu1506,2014-06-03,2015-05-29
1665,fu1507,2014-07-01,2015-06-30
1666,fu1508,2014-08-01,2015-07-31
1667,fu1509,2014-09-01,2015-08-31
1668,fu1510,2014-10-08,2015-09-30
1669,fu1511,2014-11-03,2015-10-30
1670,fu1512,2014-12-01,2015-11-30
1671,fu1601,2015-01-05,2015-12-31
1672,fu1603,2015-03-02,2016-02-29
1673,fu1604,2015-04-01,2016-03-31
1674,fu1605,2015-05-04,2016-04-29
1675,fu1606,2015-06-01,2016-05-31
1676,fu1607,2015-07-01,2016-06-30
1677,fu1608,2015-08-03,2016-07-29
1678,fu1609,2015-09-01,2016-08-31
1679,fu1610,2015-10-08,2016-09-30
1680,fu1611,2015-11-02,2016-10-31
1681,fu1612,2015-12-01,2016-11-30
1682,fu1702,2016-02-01,2017-01-26
1683,fu1703,2016-03-01,2017-02-28
1684,fu1704,2016-04-01,2017-03-31
1685,fu1705,2016-05-03,2017-04-28
1686,fu1706,2016-06-01,2017-05-31
1687,fu1707,2016-07-01,2017-06-30
1688,fu1708,2016-08-01,2017-07-31
1689,fu1709,2016-09-01,2017-08-31
1690,fu1710,2016-10-10,2017-09-29
1691,fu1711,2016-11-01,2017-10-31
1692,fu1712,2016-12-01,2017-11-30
1693,fu1801,2017-01-03,2017-12-29
1694,fu1803,2017-03-01,2018-02-28
1695,fu1804,2017-04-05,2018-03-30
1696,fu1805,2017-05-02,2018-04-27
1697,fu1806,2017-06-01,2018-05-31
1698,fu1807,2017-07-03,2018-06-26
1699,fu1808,2017-08-01,2018-06-26
1700,fu1809,2017-09-01,2018-06-26
1701,fu1810,2017-10-09,2018-06-26
1702,fu1811,2017-11-01,2018-06-26
1703,fu1812,2017-12-01,2018-06-26
1704,fu1901,2018-07-16,2018-12-28
1705,fu1902,2018-07-16,2019-01-25
1706,fu1903,2018-07-16,2019-02-28
1707,fu1904,2018-07-16,2019-03-29
1708,fu1905,2018-07-16,2019-04-30
1709,fu1906,2018-07-16,2019-05-31
1710,fu1907,2018-07-16,2019-06-28
1711,fu1908,2018-08-01,2019-07-31
1712,fu1909,2018-09-03,2019-08-30
1713,fu1910,2018-10-08,2019-09-23
1714,fu1911,2018-11-01,2019-10-31
1715,fu1912,2018-12-03,2019-11-29
1716,fu2001,2019-01-02,2019-12-20
1717,fu2002,2019-01-28,2020-01-16
1718,fu2003,2019-03-01,2020-02-28
1719,fu2004,2019-04-01,2020-03-31
1720,fu2005,2019-05-06,2020-04-30
1721,fu2006,2019-06-03,2020-05-29
1722,fu2007,2019-07-01,2020-06-30
1723,fu2008,2019-08-01,2020-07-31
1724,fu2009,2019-09-02,2020-08-31
1725,fu2010,2019-09-24,2020-09-30
1726,fu2011,2019-11-01,2020-10-30
1727,fu8888,2005-01-03,2030-01-01
1728,fu9999,2005-01-03,2030-01-01
1729,gn501,2004-02-02,2005-01-21
1730,gn503,2004-04-01,2005-03-23
1731,gn505,2004-06-01,2005-05-23
1732,gn507,2004-08-02,2005-07-21
1733,gn509,2004-10-08,2005-09-22
1734,gn511,2004-12-01,2005-11-22
1735,gn601,2005-02-01,2006-01-19
1736,gn603,2005-04-01,2006-03-23
1737,gn605,2005-06-01,2006-05-23
1738,gn607,2005-08-01,2006-07-21
1739,gn609,2005-10-10,2006-09-21
1740,gn611,2005-12-01,2006-11-22
1741,gn701,2006-02-06,2007-01-23
1742,gn703,2006-04-03,2007-03-22
1743,gn705,2006-06-01,2007-05-23
1744,gn707,2006-07-24,2007-07-23
1745,gn709,2006-09-22,2007-09-20
1746,gn711,2006-11-23,2007-11-22
1747,gn801,2007-01-24,2008-01-23
1748,gn803,2007-03-23,2008-03-21
1749,gn805,2007-05-24,2008-05-22
1750,gn807,2007-07-24,2008-07-23
1751,gn809,2007-09-21,2008-09-18
1752,gn811,2007-11-23,2008-11-20
1753,gn901,2008-01-24,2009-01-15
1754,gn903,2008-04-15,2009-03-23
1755,gn905,2008-05-23,2009-05-19
1756,gn907,2008-07-24,2009-07-23
1757,gn909,2008-09-19,2009-09-22
1758,gn911,2008-11-21,2009-11-20
1759,gn001,2009-01-16,2010-01-21
1760,gn003,2009-03-24,2010-03-23
1761,gn8888,2005-01-03,2010-03-23
1762,gn9999,2005-01-03,2010-03-23
1763,hc1407,2014-03-21,2014-07-15
1764,hc1408,2014-03-21,2014-08-15
1765,hc1409,2014-03-21,2014-09-15
1766,hc1410,2014-03-21,2014-10-15
1767,hc1411,2014-03-21,2014-11-17
1768,hc1412,2014-03-21,2014-12-15
1769,hc1501,2014-03-21,2015-01-15
1770,hc1502,2014-03-21,2015-02-10
1771,hc1503,2014-03-21,2015-03-16
1772,hc1504,2014-04-16,2015-04-15
1773,hc1505,2014-05-16,2015-05-15
1774,hc1506,2014-06-17,2015-06-15
1775,hc1507,2014-07-16,2015-07-15
1776,hc1508,2014-08-18,2015-08-17
1777,hc1509,2014-09-16,2015-09-15
1778,hc1510,2014-10-16,2015-10-15
1779,hc1511,2014-11-18,2015-11-16
1780,hc1512,2014-12-16,2015-12-15
1781,hc1601,2015-01-16,2016-01-15
1782,hc1602,2015-02-16,2016-02-15
1783,hc1603,2015-03-17,2016-03-15
1784,hc1604,2015-04-16,2016-04-15
1785,hc1605,2015-05-18,2016-05-16
1786,hc1606,2015-06-16,2016-06-15
1787,hc1607,2015-07-16,2016-07-15
1788,hc1608,2015-08-18,2016-08-15
1789,hc1609,2015-09-16,2016-09-19
1790,hc1610,2015-10-16,2016-10-17
1791,hc1611,2015-11-17,2016-11-15
1792,hc1612,2015-12-16,2016-12-15
1793,hc1701,2016-01-18,2017-01-16
1794,hc1702,2016-02-16,2017-02-15
1795,hc1703,2016-03-16,2017-03-15
1796,hc1704,2016-04-18,2017-04-17
1797,hc1705,2016-05-17,2017-05-15
1798,hc1706,2016-06-16,2017-06-15
1799,hc1707,2016-07-18,2017-07-17
1800,hc1708,2016-08-16,2017-08-15
1801,hc1709,2016-09-20,2017-09-15
1802,hc1710,2016-10-18,2017-10-16
1803,hc1711,2016-11-16,2017-11-15
1804,hc1712,2016-12-16,2017-12-15
1805,hc1801,2017-01-17,2018-01-15
1806,hc1802,2017-02-16,2018-02-09
1807,hc1803,2017-03-16,2018-03-15
1808,hc1804,2017-04-18,2018-04-16
1809,hc1805,2017-05-16,2018-05-15
1810,hc1806,2017-06-16,2018-06-15
1811,hc1807,2017-07-18,2018-07-16
1812,hc1808,2017-08-16,2018-08-15
1813,hc1809,2017-09-18,2018-09-17
1814,hc1810,2017-10-17,2018-10-15
1815,hc1811,2017-11-16,2018-11-15
1816,hc1812,2017-12-18,2018-12-17
1817,hc1901,2018-01-16,2019-01-15
1818,hc1902,2018-02-12,2019-02-15
1819,hc1903,2018-03-16,2019-03-15
1820,hc1904,2018-04-17,2019-04-15
1821,hc1905,2018-05-16,2019-05-15
1822,hc1906,2018-06-19,2019-06-17
1823,hc1907,2018-07-17,2019-07-15
1824,hc1908,2018-08-16,2019-08-15
1825,hc1909,2018-09-18,2019-09-16
1826,hc1910,2018-10-16,2019-10-15
1827,hc1911,2018-11-16,2019-11-15
1828,hc1912,2018-12-18,2019-12-16
1829,hc2001,2019-01-16,2020-01-15
1830,hc2002,2019-02-18,2020-02-17
1831,hc2003,2019-03-18,2020-03-16
1832,hc2004,2019-04-16,2020-04-15
1833,hc2005,2019-05-16,2020-05-15
1834,hc2006,2019-06-18,2020-06-15
1835,hc2007,2019-07-16,2020-07-15
1836,hc2008,2019-08-16,2020-08-17
1837,hc2009,2019-09-17,2020-09-15
1838,hc2010,2019-10-16,2020-10-15
1839,hc2011,2019-11-18,2020-11-16
1840,hc8888,2014-03-21,2030-01-01
1841,hc9999,2014-03-21,2030-01-01
1842,i1403,2013-10-18,2014-03-14
1843,i1404,2013-10-18,2014-04-15
1844,i1405,2013-10-18,2014-05-16
1845,i1406,2013-10-18,2014-06-16
1846,i1407,2013-10-18,2014-07-14
1847,i1408,2013-10-18,2014-08-14
1848,i1409,2013-10-18,2014-09-15
1849,i1410,2013-10-22,2014-10-21
1850,i1411,2013-11-15,2014-11-14
1851,i1412,2013-12-16,2014-12-12
1852,i1501,2014-01-16,2015-01-16
1853,i1502,2014-02-21,2015-02-13
1854,i1503,2014-03-17,2015-03-13
1855,i1504,2014-04-16,2015-04-15
1856,i1505,2014-05-19,2015-05-15
1857,i1506,2014-06-17,2015-06-12
1858,i1507,2014-07-15,2015-07-14
1859,i1508,2014-08-15,2015-08-14
1860,i1509,2014-09-16,2015-09-16
1861,i1510,2014-10-22,2015-10-21
1862,i1511,2014-11-17,2015-11-13
1863,i1512,2014-12-15,2015-12-14
1864,i1601,2015-01-19,2016-01-15
1865,i1602,2015-02-16,2016-02-19
1866,i1603,2015-03-16,2016-03-14
1867,i1604,2015-04-16,2016-04-15
1868,i1605,2015-05-18,2016-05-16
1869,i1606,2015-06-15,2016-06-16
1870,i1607,2015-07-15,2016-07-14
1871,i1608,2015-08-17,2016-08-12
1872,i1609,2015-09-17,2016-09-14
1873,i1610,2015-10-22,2016-10-21
1874,i1611,2015-11-16,2016-11-14
1875,i1612,2015-12-15,2016-12-14
1876,i1701,2016-01-18,2017-01-16
1877,i1702,2016-02-22,2017-02-16
1878,i1703,2016-03-15,2017-03-14
1879,i1704,2016-04-18,2017-04-18
1880,i1705,2016-05-17,2017-05-15
1881,i1706,2016-06-17,2017-06-14
1882,i1707,2016-07-15,2017-07-14
1883,i1708,2016-08-15,2017-08-14
1884,i1709,2016-09-19,2017-09-14
1885,i1710,2016-10-24,2017-10-20
1886,i1711,2016-11-15,2017-11-14
1887,i1712,2016-12-15,2017-12-14
1888,i1801,2017-01-17,2018-01-15
1889,i1802,2017-02-17,2018-02-14
1890,i1803,2017-03-15,2018-03-14
1891,i1804,2017-04-19,2018-04-17
1892,i1805,2017-05-16,2018-05-15
1893,i1806,2017-06-15,2018-06-14
1894,i1807,2017-07-17,2018-07-13
1895,i1808,2017-08-15,2018-08-14
1896,i1809,2017-09-15,2018-09-14
1897,i1810,2017-10-23,2018-10-19
1898,i1811,2017-11-15,2018-11-14
1899,i1812,2017-12-15,2018-12-14
1900,i1901,2018-01-16,2019-01-15
1901,i1902,2018-02-22,2019-02-21
1902,i1903,2018-03-15,2019-03-14
1903,i1904,2018-04-18,2019-04-15
1904,i1905,2018-05-16,2019-05-17
1905,i1906,2018-06-15,2019-06-17
1906,i1907,2018-07-16,2019-07-12
1907,i1908,2018-08-15,2019-08-14
1908,i1909,2018-09-17,2019-09-16
1909,i1910,2018-10-22,2019-10-21
1910,i1911,2018-11-15,2019-11-14
1911,i1912,2018-12-17,2019-12-13
1912,i2001,2019-01-16,2020-01-15
1913,i2002,2019-02-22,2020-02-14
1914,i2003,2019-03-15,2020-03-13
1915,i2004,2019-04-16,2020-04-14
1916,i2005,2019-05-20,2020-05-15
1917,i2006,2019-06-18,2020-06-12
1918,i2007,2019-07-15,2020-07-14
1919,i2008,2019-08-15,2020-08-14
1920,i2009,2019-09-17,2020-09-14
1921,i2010,2019-10-22,2020-10-22
1922,i2011,2019-11-15,2020-11-13
1923,i8888,2013-10-18,2030-01-01
1924,i9999,2013-10-18,2030-01-01
1925,ic1505,2015-04-16,2015-05-15
1926,ic1506,2015-04-16,2015-06-19
1927,ic1507,2015-05-18,2015-07-17
1928,ic1508,2015-06-23,2015-08-21
1929,ic1509,2015-04-16,2015-09-18
1930,ic1510,2015-08-24,2015-10-16
1931,ic1511,2015-09-21,2015-11-20
1932,ic1512,2015-04-16,2015-12-18
1933,ic1601,2015-11-23,2016-01-15
1934,ic1602,2015-12-21,2016-02-19
1935,ic1603,2015-07-20,2016-03-18
1936,ic1604,2016-02-22,2016-04-15
1937,ic1605,2016-03-21,2016-05-20
1938,ic1606,2015-10-19,2016-06-17
1939,ic1607,2016-05-23,2016-07-15
1940,ic1608,2016-06-20,2016-08-19
1941,ic1609,2016-01-18,2016-09-19
1942,ic1610,2016-08-22,2016-10-21
1943,ic1611,2016-09-20,2016-11-18
1944,ic1612,2016-04-18,2016-12-16
1945,ic1701,2016-11-21,2017-01-20
1946,ic1702,2016-12-19,2017-02-17
1947,ic1703,2016-07-18,2017-03-17
1948,ic1704,2017-02-20,2017-04-21
1949,ic1705,2017-03-20,2017-05-19
1950,ic1706,2016-10-24,2017-06-16
1951,ic1707,2017-05-22,2017-07-21
1952,ic1708,2017-06-19,2017-08-18
1953,ic1709,2017-01-23,2017-09-15
1954,ic1710,2017-08-21,2017-10-20
1955,ic1711,2017-09-18,2017-11-17
1956,ic1712,2017-04-24,2017-12-15
1957,ic1801,2017-11-20,2018-01-19
1958,ic1802,2017-12-18,2018-02-22
1959,ic1803,2017-07-24,2018-03-16
1960,ic1804,2018-02-23,2018-04-20
1961,ic1805,2018-03-19,2018-05-18
1962,ic1806,2017-10-23,2018-06-15
1963,ic1807,2018-05-21,2018-07-20
1964,ic1808,2018-06-19,2018-08-17
1965,ic1809,2018-01-22,2018-09-21
1966,ic1810,2018-08-20,2018-10-19
1967,ic1811,2018-09-25,2018-11-16
1968,ic1812,2018-04-23,2018-12-21
1969,ic1901,2018-11-19,2019-01-18
1970,ic1902,2018-12-24,2019-02-15
1971,ic1903,2018-07-23,2019-03-15
1972,ic1904,2019-02-18,2019-04-19
1973,ic1905,2019-03-18,2019-05-17
1974,ic1906,2018-10-22,2019-06-21
1975,ic1907,2019-05-20,2019-07-19
1976,ic1908,2019-06-24,2019-08-16
1977,ic1909,2019-01-21,2019-09-20
1978,ic1910,2019-08-19,2019-10-18
1979,ic1911,2019-09-23,2019-11-15
1980,ic1912,2019-04-22,2019-12-20
1981,ic2001,2019-11-18,2020-01-17
1982,ic2003,2019-07-22,2020-03-20
1983,ic2006,2019-10-21,2020-06-19
1984,ic8888,2015-04-16,2030-01-01
1985,ic9999,2015-04-16,2030-01-01
1986,if1005,2010-04-16,2010-05-21
1987,if1006,2010-04-16,2010-06-18
1988,if1007,2010-05-24,2010-07-16
1989,if1008,2010-06-21,2010-08-20
1990,if1009,2010-04-16,2010-09-17
1991,if1010,2010-08-23,2010-10-15
1992,if1011,2010-09-20,2010-11-19
1993,if1012,2010-04-16,2010-12-17
1994,if1101,2010-11-22,2011-01-21
1995,if1102,2010-12-20,2011-02-18
1996,if1103,2010-07-19,2011-03-18
1997,if1104,2011-02-21,2011-04-15
1998,if1105,2011-03-21,2011-05-20
1999,if1106,2010-10-18,2011-06-17
